Date,Close,Volume
2012-01-03,23.87848472595215,16829200
2012-01-04,23.451881408691406,16522000
2012-01-05,23.62808609008789,12096400
2012-01-06,23.34986114501953,13089200
2012-01-09,23.162063598632812,18002400
2012-01-10,23.138879776000977,18711600
2012-01-11,22.978897094726562,19016000
2012-01-12,23.495927810668945,16708800
2012-01-13,23.3568172454834,16623200
2012-01-17,23.77183723449707,17018800
2012-01-18,24.061649322509766,11752400
2012-01-19,23.734745025634766,14567600
2012-01-20,23.319725036621094,20032800
2012-01-23,23.092510223388672,16166400
2012-01-24,23.419424057006836,12140800
2012-01-25,23.315088272094727,15088400
2012-01-26,23.384647369384766,13939200
2012-01-27,23.428695678710938,11362800
2012-01-30,23.15743064880371,12476000
2012-01-31,23.333633422851562,13240400
2012-02-01,23.767202377319336,15376800
2012-02-02,24.59027671813965,33740400
2012-02-03,24.815170288085938,16533200
2012-02-06,24.891681671142578,13349600
2012-02-07,24.803577423095703,13045600
2012-02-08,25.121219635009766,22742000
2012-02-09,26.064851760864258,39601200
2012-02-10,26.40799903869629,21888800
2012-02-13,26.132095336914062,22078400
2012-02-14,26.71868324279785,17960800
2012-02-15,26.737262725830078,21701200
2012-02-16,26.43528175354004,15971600
2012-02-17,26.716360092163086,15512800
2012-02-21,26.5281982421875,10819600
2012-02-22,27.029953002929688,14381200
2012-02-23,27.057836532592773,10890800
2012-02-24,27.30406379699707,11094000
2012-02-27,27.14610481262207,15812800
2012-02-28,27.631601333618164,11937200
2012-02-29,27.032276153564453,15217600
2012-03-01,27.220439910888672,11174000
2012-03-02,26.983501434326172,12213600
2012-03-05,27.0020809173584,10153600
2012-03-06,26.676868438720703,13302000
2012-03-07,26.862703323364258,10694000
2012-03-08,27.40395164489746,9520400
2012-03-09,27.218120574951172,8457600
2012-03-12,27.069446563720703,7709200
2012-03-13,27.24134635925293,12785600
2012-03-14,27.12055206298828,14996000
2012-03-15,27.178625106811523,13293200
2012-03-16,27.104291915893555,16006400
2012-03-19,27.60605239868164,15918400
2012-03-20,27.067121505737305,10588000
2012-03-21,27.12055206298828,8427200
2012-03-22,27.243671417236328,9368000
2012-03-23,27.592113494873047,10151200
2012-03-26,27.889448165893555,16363600
2012-03-27,27.83138084411621,10662000
2012-03-28,27.72452735900879,8992000
2012-03-29,27.64321517944336,8691200
2012-03-30,27.41092300415039,12002000
2012-04-02,27.638572692871094,11777600
2012-04-03,27.95914649963379,15691600
2012-04-04,27.638572692871094,10308800
2012-04-05,28.110132217407227,13395600
2012-04-09,27.759368896484375,13295600
2012-04-10,27.11823081970215,10679200
2012-04-11,27.26689910888672,14171200
2012-04-12,28.112451553344727,17164000
2012-04-13,28.609569549560547,21497200
2012-04-16,28.068326950073242,18308400
2012-04-17,28.358688354492188,10328800
2012-04-18,28.28899574279785,8480000
2012-04-19,28.151948928833008,8522400
2012-04-20,28.110132217407227,7841200
2012-04-23,27.43415641784668,17347200
2012-04-24,27.626955032348633,9430800
2012-04-25,28.291316986083984,12150800
2012-04-26,28.616544723510742,11107600
2012-04-27,28.69319725036621,9787200
2012-04-30,28.5677547454834,9375200
2012-05-01,28.593307495117188,17178000
2012-05-02,28.384241104125977,25366800
2012-05-03,27.04157257080078,47838000
2012-05-04,27.36214256286621,23403600
2012-05-07,27.52939796447754,13476800
2012-05-08,27.44344711303711,14596800
2012-05-09,27.27619743347168,17672800
2012-05-10,27.450414657592773,13468000
2012-05-11,27.392337799072266,8139600
2012-05-14,27.113584518432617,16246400
2012-05-15,27.08803367614746,12589200
2012-05-16,27.35335350036621,17339600
2012-05-17,26.766855239868164,17814800
2012-05-18,26.215269088745117,25934800
2012-05-21,27.048465728759766,13272000
2012-05-22,27.553497314453125,18594400
2012-05-23,27.735034942626953,16558000
2012-05-24,27.874675750732422,12749600
2012-05-25,27.781583786010742,11780000
2012-05-29,27.993370056152344,18006400
2012-05-30,27.344039916992188,18346400
2012-05-31,26.811077117919922,21004000
2012-06-01,26.1245059967041,18650400
2012-06-04,26.569032669067383,16646400
2012-06-05,26.487573623657227,11374800
2012-06-06,27.076393127441406,12384000
2012-06-07,27.185781478881836,9158000
2012-06-08,27.13224983215332,10376800
2012-06-11,27.07871437072754,10942800
2012-06-12,27.267234802246094,10398800
2012-06-13,26.741262435913086,14891200
2012-06-14,27.11130142211914,13152800
2012-06-15,27.55582618713379,12551600
2012-06-18,27.95148277282715,10931600
2012-06-19,28.242399215698242,10270400
2012-06-20,28.530990600585938,12702800
2012-06-21,27.807193756103516,13061200
2012-06-22,29.08024024963379,37216000
2012-06-25,28.223779678344727,16164000
2012-06-26,28.663646697998047,13128800
2012-06-27,28.72881317138672,13768400
2012-06-28,28.281953811645508,11514800
2012-06-29,28.773029327392578,15931200
2012-07-02,29.46891212463379,17042400
2012-07-03,29.403743743896484,6364400
2012-07-05,29.559675216674805,11298000
2012-07-06,29.15704345703125,9631200
2012-07-09,28.777685165405273,17684000
2012-07-10,28.458845138549805,18204000
2012-07-11,28.100431442260742,11644000
2012-07-12,28.54262351989746,15067600
2012-07-13,28.880084991455078,12112800
2012-07-16,29.592256546020508,30607600
2012-07-17,29.843612670898438,10766800
2012-07-18,29.748191833496094,11903600
2012-07-19,29.18264389038086,13832400
2012-07-20,29.266435623168945,11816800
2012-07-23,28.96853256225586,11391200
2012-07-24,28.544954299926758,13504000
2012-07-25,28.440221786499023,15305200
2012-07-26,29.503822326660156,21036000
2012-07-27,30.05540657043457,13937600
2012-07-30,30.451045989990234,12652800
2012-07-31,30.039113998413086,8961600
2012-08-01,29.664409637451172,11612000
2012-08-02,30.085664749145508,11112400
2012-08-03,30.483627319335938,12934400
2012-08-06,30.495267868041992,9227600
2012-08-07,30.3486385345459,13179200
2012-08-08,30.5231990814209,7962800
2012-08-09,29.90877914428711,14203600
2012-08-10,30.043764114379883,5984800
2012-08-13,29.86456298828125,6454000
2012-08-14,30.229949951171875,8732400
2012-08-15,30.087749481201172,7735600
2012-08-16,30.232276916503906,9121200
2012-08-17,30.001483917236328,9582400
2012-08-20,29.877927780151367,8674400
2012-08-21,29.728723526000977,7605200
2012-08-22,29.86393928527832,8866000
2012-08-23,29.642459869384766,7000000
2012-08-24,29.528234481811523,10650800
2012-08-27,29.761356353759766,8820400
2012-08-28,29.700746536254883,7862800
2012-08-29,29.845291137695312,8583600
2012-08-30,29.537555694580078,8573600
2012-08-31,29.898908615112305,13784000
2012-09-04,29.961854934692383,10200800
2012-09-05,29.74970054626465,12698800
2012-09-06,30.190324783325195,15698400
2012-09-07,30.239273071289062,10789200
2012-09-10,29.99915885925293,11633600
2012-09-11,30.654258728027344,15890400
2012-09-12,31.113510131835938,14656000
2012-09-13,31.467878341674805,15745200
2012-09-14,31.297687530517578,13289600
2012-09-17,31.20909309387207,10649200
2012-09-18,31.16014862060547,13192400
2012-09-19,31.423574447631836,11976800
2012-09-20,31.381608963012695,12779600
2012-09-21,31.4725341796875,29225600
2012-09-24,31.178791046142578,10530000
2012-09-25,31.369962692260742,15398400
2012-09-26,30.89437484741211,10637200
2012-09-27,31.218421936035156,8432800
2012-09-28,31.3046932220459,9431600
2012-10-01,31.87584686279297,14700800
2012-10-02,31.705663681030273,10041600
2012-10-03,32.29316711425781,11717600
2012-10-04,32.561256408691406,8475600
2012-10-05,32.698795318603516,11280800
2012-10-08,32.33744812011719,6803600
2012-10-09,31.8781795501709,9978000
2012-10-10,32.03670120239258,8050400
2012-10-11,32.41671371459961,14057600
2012-10-12,32.433021545410156,8116000
2012-10-15,32.612548828125,9694400
2012-10-16,32.90861511230469,8324400
2012-10-17,33.23500061035156,10126000
2012-10-18,33.07646179199219,11241600
2012-10-19,32.631195068359375,10134400
2012-10-22,32.40504837036133,9782800
2012-10-23,31.854881286621094,11923200
2012-10-24,31.819902420043945,11478000
2012-10-25,32.0670166015625,15875600
2012-10-26,32.24419021606445,12148800
2012-10-31,32.349098205566406,14271200
2012-11-01,33.5427360534668,21310000
2012-11-02,33.43083190917969,18498000
2012-11-05,32.98788070678711,13864000
2012-11-06,33.538063049316406,9089200
2012-11-07,33.23500061035156,10431600
2012-11-08,33.11843490600586,10133200
2012-11-09,33.32125473022461,11799600
2012-11-12,33.393524169921875,8943600
2012-11-13,33.209346771240234,10149200
2012-11-14,32.70228576660156,13608000
2012-11-15,32.71397018432617,13717600
2012-11-16,33.347225189208984,16632400
2012-11-19,34.03421401977539,15120400
2012-11-20,34.195438385009766,9566400
2012-11-21,34.27020263671875,6565200
2012-11-23,34.61137771606445,4454400
2012-11-26,34.408084869384766,8623600
2012-11-27,34.29826736450195,9981600
2012-11-28,34.41743469238281,10358400
2012-11-29,34.625396728515625,12572800
2012-11-30,34.98291778564453,14048000
2012-12-03,34.73289489746094,11736800
2012-12-04,34.48753356933594,9100800
2012-12-05,34.59735107421875,11971200
2012-12-06,34.69316101074219,9124000
2012-12-07,34.71185302734375,7557200
2012-12-10,34.737552642822266,9288800
2012-12-11,34.793636322021484,14492800
2012-12-12,34.55529022216797,18319600
2012-12-13,34.396392822265625,13042800
2012-12-14,34.30760192871094,9579200
2012-12-17,34.84739303588867,13903200
2012-12-18,35.21892166137695,11869600
2012-12-19,34.854393005371094,8640400
2012-12-20,35.62551498413086,10863200
2012-12-21,35.23060989379883,13930400
2012-12-24,35.32640838623047,3272000
2012-12-26,34.9946174621582,7614400
2012-12-27,34.91048049926758,11976800
2012-12-28,34.73521041870117,6973600
2012-12-31,35.41987609863281,12868000
2013-01-02,36.30783462524414,15826400
2013-01-03,36.33586883544922,14937200
2013-01-04,36.632633209228516,10376000
2013-01-07,36.89434814453125,10242400
2013-01-08,37.237857818603516,11800400
2013-01-09,37.805667877197266,17552800
2013-01-10,37.50657272338867,16313600
2013-01-11,37.65845489501953,9578000
2013-01-14,37.539283752441406,8877600
2013-01-15,37.49253845214844,6696000
2013-01-16,37.43412780761719,5464400
2013-01-17,37.35935592651367,7833600
2013-01-18,36.98313903808594,13812400
2013-01-22,37.1654052734375,6918000
2013-01-23,37.1654052734375,7108800
2013-01-24,37.284584045410156,6794000
2013-01-25,37.350006103515625,6701600
2013-01-28,36.53450393676758,13532000
2013-01-29,36.606929779052734,11664000
2013-01-30,36.221370697021484,18708000
2013-01-31,36.89902877807617,16685600
2013-02-01,37.050907135009766,12738400
2013-02-04,36.60459518432617,10532000
2013-02-05,37.27757263183594,11105200
2013-02-06,37.5789909362793,15056800
2013-02-07,36.70041275024414,20182800
2013-02-08,36.873321533203125,12914000
2013-02-11,36.529823303222656,11032400
2013-02-12,36.6396484375,9805600
2013-02-13,36.2415657043457,13917600
2013-02-14,36.52489471435547,12760000
2013-02-15,36.99557113647461,17884400
2013-02-19,36.90658950805664,13210000
2013-02-20,36.39376449584961,15688800
2013-02-21,36.866790771484375,14220800
2013-02-22,37.332759857177734,11738000
2013-02-25,36.50382995605469,11183200
2013-02-26,36.95811462402344,11354000
2013-02-27,37.43581008911133,8318000
2013-02-28,37.14778518676758,11228000
2013-03-01,37.01665496826172,13212000
2013-03-04,37.349159240722656,6570000
2013-03-05,37.53414535522461,10267600
2013-03-06,37.71445083618164,7516000
2013-03-07,37.58567428588867,8687200
2013-03-08,37.623138427734375,9571600
2013-03-11,37.7425537109375,6742000
2013-03-12,37.419410705566406,8340800
2013-03-13,37.3187255859375,11021600
2013-03-14,37.62080383300781,14853600
2013-03-15,37.12671661376953,17599600
2013-03-18,37.014320373535156,15162800
2013-03-19,36.52958297729492,17652400
2013-03-20,37.30934143066406,16070400
2013-03-21,36.95108413696289,14883200
2013-03-22,37.48731231689453,18790400
2013-03-25,38.402896881103516,19336800
2013-03-26,39.213111877441406,17264800
2013-03-27,39.494117736816406,13371200
2013-03-28,39.77042770385742,12456400
2013-04-01,39.18735122680664,13235200
2013-04-02,39.327857971191406,9582000
2013-04-03,38.57853317260742,16624800
2013-04-04,38.98363494873047,8903600
2013-04-05,38.67453384399414,7962400
2013-04-08,38.93912887573242,6125600
2013-04-09,38.57853317260742,6004400
2013-04-10,39.10304260253906,8996400
2013-04-11,39.25056457519531,6590000
2013-04-12,38.81267547607422,7076800
2013-04-15,37.768314361572266,10774000
2013-04-16,38.56916809082031,10092000
2013-04-17,37.988426208496094,9543600
2013-04-18,37.796417236328125,21010800
2013-04-19,38.39353561401367,7620400
2013-04-22,38.2928466796875,5403600
2013-04-23,38.791603088378906,6324000
2013-04-24,39.119449615478516,7447200
2013-04-25,39.51752471923828,9322800
2013-04-26,39.15925979614258,6127200
2013-04-29,39.31614303588867,10694400
2013-04-30,39.44727325439453,12161600
2013-05-01,38.87590789794922,12252400
2013-05-02,41.07237243652344,30677200
2013-05-03,42.041805267333984,15026400
2013-05-06,41.88959884643555,13084000
2013-05-07,42.100345611572266,11876400
2013-05-08,41.97624206542969,14449200
2013-05-09,41.81700897216797,11501200
2013-05-10,41.856815338134766,13837600
2013-05-13,41.898963928222656,12480000
2013-05-14,42.22447204589844,16074800
2013-05-15,42.639686584472656,13624400
2013-05-16,42.17989730834961,9913600
2013-05-17,43.29890060424805,13248800
2013-05-20,42.604496002197266,21192000
2013-05-21,42.59041976928711,13422800
2013-05-22,42.259639739990234,19563200
2013-05-23,41.78107452392578,16906000
2013-05-24,42.3323860168457,12306400
2013-05-28,42.233848571777344,9937200
2013-05-29,41.790462493896484,7490400
2013-05-30,42.46842956542969,9628000
2013-05-31,41.790462493896484,12514400
2013-06-03,42.27138900756836,15232400
2013-06-04,42.27372360229492,13528400
2013-06-05,41.57463836669922,12176800
2013-06-06,42.07432556152344,14664800
2013-06-07,42.212738037109375,13899200
2013-06-10,42.773414611816406,13779200
2013-06-11,42.147037506103516,7856400
2013-06-12,42.02739334106445,9994800
2013-06-13,42.754638671875,9760400
2013-06-14,42.44498825073242,7427200
2013-06-17,42.778106689453125,14779200
2013-06-18,43.16753005981445,7579200
2013-06-19,42.84378433227539,12220800
2013-06-20,41.86552810668945,15534000
2013-06-21,42.1095085144043,17923200
2013-06-24,41.82095718383789,15527600
2013-06-25,42.33706283569336,12721600
2013-06-26,42.848480224609375,10392800
2013-06-27,43.22616958618164,11102400
2013-06-28,42.8719482421875,12656400
2013-07-01,43.45137405395508,11616000
2013-07-02,43.45606231689453,8749200
2013-07-03,43.87834930419922,4533200
2013-07-05,44.75806427001953,8495600
2013-07-08,44.12701416015625,19588000
2013-07-09,43.91586685180664,23330400
2013-07-10,43.798580169677734,15523200
2013-07-11,44.5633544921875,14235200
2013-07-12,44.74164962768555,7782800
2013-07-15,44.63137435913086,14529200
2013-07-16,44.42729568481445,7515200
2013-07-17,44.48829650878906,11118000
2013-07-18,44.809688568115234,5938400
2013-07-19,44.553955078125,9048400
2013-07-22,44.858943939208984,7930400
2013-07-23,44.23960876464844,11710800
2013-07-24,43.8103141784668,13993600
2013-07-25,45.654205322265625,21923200
2013-07-26,45.32343292236328,8709200
2013-07-29,45.034889221191406,5776400
2013-07-30,44.910560607910156,13911200
